Sequence_ID,Cluster,Novelty,Confidence,Category,Function
Sequence_579,1,0.9679,0.5191,Potentially novel,Enzyme-like
Sequence_580,2,0.9621,0.5205,Potentially novel,Bioactive-like
Sequence_581,1,0.9687,0.5189,Potentially novel,Bioactive-like
Sequence_582,1,0.9888,0.5142,Potentially novel,Enzyme-like
Sequence_583,2,0.9712,0.5183,Potentially novel,Bioactive-like
Sequence_584,2,0.9626,0.5203,Potentially novel,Bioactive-like
Sequence_585,2,0.9777,0.5168,Potentially novel,Bioactive-like
Sequence_586,2,0.9486,0.5237,Potentially novel,Bioactive-like
Sequence_587,2,0.9604,0.5209,Potentially novel,Bioactive-like
Sequence_588,1,0.9794,0.5164,Potentially novel,Bioactive-like
Sequence_589,1,0.9657,0.5196,Potentially novel,Bioactive-like
Sequence_590,2,0.9621,0.5205,Potentially novel,Bioactive-like
Sequence_591,2,0.9236,0.5297,Potentially novel,Bioactive-like
Sequence_592,2,0.9393,0.5259,Potentially novel,Bioactive-like
Sequence_593,1,0.9704,0.5185,Potentially novel,Bioactive-like
Sequence_594,2,0.9598,0.521,Potentially novel,Bioactive-like
Sequence_595,1,0.9652,0.5197,Potentially novel,Bioactive-like
Sequence_596,2,0.9764,0.5171,Potentially novel,Bioactive-like
Sequence_597,1,0.9735,0.5178,Potentially novel,Enzyme-like
Sequence_598,1,0.9604,0.5209,Potentially novel,Bioactive-like
Sequence_599,2,0.955,0.5221,Potentially novel,Bioactive-like
